Shipment_ID,Origin,Destination,Transport_Mode,Cargo_Type,Weight_KG,Volume_CBM,Distance_KM,Container_Type,Fuel_Price,Season,Carrier,Transit_Days,Actual_Freight_Price_INR
SHP04509,Chennai,Singapore,Air,Food Products,316,1.74,3131,AIR_CARGO,109.6,Peak,Carrier_D,5,212625
SHP04510,Chennai,Dubai,Road,Electronics,913,3.51,3483,40FT_HC,83.3,Peak,Carrier_A,10,87093
SHP04511,Delhi,Colombo,Sea,Pharmaceuticals,14193,35.08,9238,40FT_HC,104.74,Peak,Carrier_B,21,316703
SHP04512,Ahmedabad,Los Angeles,Sea,Automotive Parts,11286,27.06,7874,20FT,95.58,Peak,Carrier_D,19,144175
SHP04513,Mumbai,Los Angeles,Air,General Cargo,878,3.99,14478,AIR_CARGO,103.15,Peak,Carrier_E,15,842928
SHP04514,Kolkata,Busan,Air,Machinery,1375,5.59,6712,AIR_CARGO,91.31,Normal,Carrier_C,8,355696
SHP04515,Bengaluru,Busan,Road,Electronics,6284,23.49,5639,40FT,87.12,Peak,Carrier_E,14,174090
SHP04516,Visakhapatnam,New York,Sea,Solar Panels,26352,55.77,10128,40FT_HC,105.11,Normal,Carrier_B,24,330529
SHP04517,Chennai,Busan,Road,General Cargo,1978,12.52,5157,40FT,84.49,Normal,Carrier_A,13,97184
SHP04518,Bengaluru,Dubai,Road,Machinery,5005,13.38,2984,40FT,96.45,Normal,Carrier_A,10,85074
SHP04519,Hyderabad,Antwerp,Road,Furniture,10593,33.7,5794,20FT,87.67,Normal,Carrier_B,15,121929
SHP04520,Cochin,Dubai,Sea,Pharmaceuticals,17833,34.2,12134,20FT,113.24,Peak,Carrier_E,27,269065
SHP04521,Bengaluru,Rotterdam,Sea,General Cargo,12088,25.08,10713,40FT_HC,85.58,Peak,Carrier_E,24,211963
SHP04522,Kolkata,Hamburg,Road,Electronics,3684,12.41,9250,40FT_HC,101.15,Off_Peak,Carrier_E,21,190232
SHP04523,Ahmedabad,Dubai,Sea,Chemicals,4730,9.74,1850,LCL,101.41,Normal,Carrier_D,9,32346
SHP04524,Hyderabad,Jebel Ali,Air,Food Products,3349,17.26,2825,AIR_CARGO,85.49,Off_Peak,Carrier_C,5,248021
SHP04525,Cochin,London,Sea,Pharmaceuticals,6523,16.94,5881,LCL,88.75,Normal,Carrier_C,15,68684
SHP04526,Bengaluru,Antwerp,Air,Automotive Parts,1996,8.22,7200,AIR_CARGO,95.16,Normal,Carrier_D,9,452471
SHP04527,Bengaluru,Los Angeles,Road,Machinery,5782,18.58,15962,40FT,93.09,Peak,Carrier_B,35,353407
SHP04528,Hyderabad,Shanghai,Sea,General Cargo,20125,44.89,5514,40FT_HC,87.44,Normal,Carrier_C,15,193190
SHP04529,Hyderabad,New York,Air,Solar Panels,3504,15.79,10623,AIR_CARGO,111.18,Peak,Carrier_B,11,970586
SHP04530,Ahmedabad,Colombo,Sea,General Cargo,16227,39.48,2077,40FT,112.53,Normal,Carrier_E,9,124263
SHP04531,Cochin,Dubai,Air,General Cargo,4430,23.71,7675,AIR_CARGO,95.21,Off_Peak,Carrier_C,9,493381
SHP04532,Pune,Hamburg,Road,Textiles,11865,32.85,10135,40FT_HC,108.39,Off_Peak,Carrier_B,24,256468
SHP04533,Chennai,Busan,Air,Food Products,341,1.38,10842,AIR_CARGO,110.11,Peak,Carrier_D,12,695625
SHP04534,Chennai,Colombo,Road,Textiles,1162,9.18,951,40FT,81.79,Peak,Carrier_E,5,31916
SHP04535,Cochin,New York,Road,General Cargo,12847,36.86,4543,40FT,81.11,Off_Peak,Carrier_B,12,133282
SHP04536,Mumbai,New York,Air,Electronics,1003,4.46,13747,AIR_CARGO,88.58,Off_Peak,Carrier_D,14,617397
SHP04537,Visakhapatnam,Dubai,Road,Electronics,14750,37.96,10025,40FT_HC,105.32,Off_Peak,Carrier_E,23,283385
SHP04538,Chennai,Shanghai,Road,Chemicals,1338,8.91,5526,40FT,94.84,Normal,Carrier_E,14,118879
SHP04539,Pune,Antwerp,Air,Solar Panels,4012,16.58,11043,AIR_CARGO,108.55,Normal,Carrier_D,12,838580
SHP04540,Mumbai,Los Angeles,Sea,Solar Panels,6503,18.68,15123,40FT_HC,76.39,Normal,Carrier_A,33,201484
SHP04541,Delhi,Jebel Ali,Road,Electronics,6897,19.02,11109,LCL,109.99,Normal,Carrier_B,26,164948
SHP04542,Cochin,Hamburg,Road,General Cargo,13030,35.51,12422,40FT,114.74,Peak,Carrier_D,28,395248
SHP04543,Hyderabad,Busan,Air,Pharmaceuticals,3438,13.85,3088,AIR_CARGO,75.87,Normal,Carrier_D,6,353868
SHP04544,Ahmedabad,Colombo,Air,Furniture,2812,11.86,2118,AIR_CARGO,88.12,Normal,Carrier_A,5,228371
SHP04545,Cochin,New York,Sea,Electronics,17577,38.96,9307,20FT,104.72,Off_Peak,Carrier_E,23,151663
SHP04546,Chennai,Hamburg,Sea,General Cargo,4791,13.27,11111,40FT,113.07,Normal,Carrier_C,26,158985
SHP04547,Mumbai,Singapore,Sea,Automotive Parts,7142,13.2,4405,40FT_HC,92.8,Normal,Carrier_B,12,98036
SHP04548,Bengaluru,Rotterdam,Air,Machinery,1793,9.05,11602,AIR_CARGO,80.89,Off_Peak,Carrier_B,12,474224
SHP04549,Kolkata,Colombo,Air,Food Products,1558,6.62,2109,AIR_CARGO,84.63,Normal,Carrier_B,4,156259
SHP04550,Delhi,Dubai,Road,Machinery,7596,20.11,2279,20FT,92.3,Off_Peak,Carrier_B,7,56788
SHP04551,Delhi,New York,Sea,Machinery,15411,35.59,11282,40FT_HC,100.66,Off_Peak,Carrier_C,25,205443
SHP04552,Mumbai,Antwerp,Air,Food Products,946,3.88,4149,AIR_CARGO,79.56,Normal,Carrier_B,6,200276
SHP04553,Pune,Jebel Ali,Road,Machinery,11622,30.75,12473,40FT_HC,114.5,Peak,Carrier_D,29,413501
SHP04554,Delhi,Singapore,Sea,Pharmaceuticals,14573,26.9,4034,40FT_HC,98.67,Normal,Carrier_C,11,177189
SHP04555,Mumbai,London,Road,Electronics,3016,11.49,9365,40FT_HC,105.26,Off_Peak,Carrier_B,21,203610
SHP04556,Hyderabad,Colombo,Sea,General Cargo,18502,43.39,3156,40FT_HC,75.08,Peak,Carrier_A,12,191391
SHP04557,Delhi,Rotterdam,Road,Chemicals,6583,18.82,7120,40FT,95.28,Off_Peak,Carrier_B,18,173293
SHP04558,Chennai,London,Air,Chemicals,362,1.7,10802,AIR_CARGO,76.76,Off_Peak,Carrier_D,12,436364
SHP04559,Visakhapatnam,Shanghai,Sea,Pharmaceuticals,19979,45.19,3536,20FT,76.85,Peak,Carrier_C,11,178371
SHP04560,Visakhapatnam,London,Road,Machinery,14463,39.73,11011,40FT,111.67,Off_Peak,Carrier_C,25,268202
SHP04561,Pune,Singapore,Air,Solar Panels,3712,20.46,4323,AIR_CARGO,91.55,Normal,Carrier_C,7,418777
SHP04562,Cochin,Rotterdam,Sea,Solar Panels,6881,15.88,5152,LCL,85.75,Peak,Carrier_C,14,67174
SHP04563,Kolkata,Singapore,Sea,Solar Panels,10362,19.01,2602,40FT,86.02,Off_Peak,Carrier_B,10,84169
SHP04564,Hyderabad,Jebel Ali,Sea,Machinery,5560,12.88,2637,LCL,77.45,Off_Peak,Carrier_A,10,29343
SHP04565,Chennai,Rotterdam,Air,General Cargo,384,1.94,11226,AIR_CARGO,87.29,Normal,Carrier_A,13,507178
SHP04566,Hyderabad,Dubai,Road,Food Products,10507,27.44,2734,40FT,88.7,Normal,Carrier_D,8,110399
SHP04567,Bengaluru,Hamburg,Sea,Electronics,13420,28.65,11596,40FT_HC,112.54,Normal,Carrier_D,26,266841
SHP04568,Mumbai,Hamburg,Road,Solar Panels,3353,11.49,10233,LCL,84.68,Peak,Carrier_E,24,121822
SHP04569,Pune,Busan,Road,Solar Panels,10658,34.08,6822,40FT,91.26,Off_Peak,Carrier_D,16,179636
SHP04570,Hyderabad,Colombo,Road,General Cargo,9376,29.73,3505,40FT_HC,77.52,Off_Peak,Carrier_A,11,113236
SHP04571,Mumbai,Antwerp,Road,Furniture,2815,14.04,6149,LCL,88.17,Normal,Carrier_B,15,64332
SHP04572,Cochin,London,Road,Machinery,12538,35.1,5430,20FT,84.79,Off_Peak,Carrier_E,14,103433
SHP04573,Delhi,Jebel Ali,Road,Solar Panels,7703,21.24,11727,40FT_HC,113.71,Normal,Carrier_B,27,332735
SHP04574,Delhi,Hamburg,Sea,Electronics,15837,33.77,4776,40FT_HC,82.03,Peak,Carrier_A,15,216745
SHP04575,Delhi,Colombo,Road,General Cargo,7150,24.13,11564,40FT_HC,113.51,Normal,Carrier_E,27,287978
SHP04576,Mumbai,London,Sea,Food Products,6973,18.38,9566,40FT_HC,89.68,Peak,Carrier_D,22,173014
SHP04577,Cochin,London,Air,Automotive Parts,4036,18.78,8752,AIR_CARGO,102.61,Normal,Carrier_E,10,644702
SHP04578,Kolkata,Dubai,Sea,Food Products,5911,11.86,5150,20FT,84.97,Normal,Carrier_D,14,59854
SHP04579,Visakhapatnam,New York,Air,Electronics,4676,20.93,7287,AIR_CARGO,95.22,Normal,Carrier_E,8,618879
SHP04580,Visakhapatnam,New York,Air,Solar Panels,4791,21.37,10217,AIR_CARGO,107.63,Peak,Carrier_A,12,1035853
SHP04581,Chennai,Los Angeles,Sea,Machinery,4832,15.56,16496,40FT_HC,81.25,Off_Peak,Carrier_C,35,165988
SHP04582,Bengaluru,Antwerp,Road,Machinery,5704,21.4,6289,40FT,88.75,Peak,Carrier_E,15,163722
SHP04583,Cochin,London,Road,Electronics,12486,35.02,8889,LCL,99.56,Normal,Carrier_A,21,156007
SHP04584,Chennai,Colombo,Air,Chemicals,298,1.27,990,AIR_CARGO,92.31,Peak,Carrier_A,3,86993
SHP04585,Kolkata,Busan,Road,Pharmaceuticals,4544,18.99,8341,40FT,100.44,Peak,Carrier_A,20,291573
SHP04586,Cochin,Los Angeles,Road,Textiles,12177,34.73,7560,20FT,93.73,Off_Peak,Carrier_A,19,139279
SHP04587,Mumbai,Los Angeles,Air,Furniture,1003,4.62,14255,AIR_CARGO,98.15,Peak,Carrier_A,14,879901
SHP04588,Kolkata,Shanghai,Road,Electronics,4237,16.09,4684,40FT_HC,86.29,Peak,Carrier_B,12,150576
SHP04589,Hyderabad,London,Road,Pharmaceuticals,10093,28.72,7280,LCL,93.79,Normal,Carrier_C,17,129954
SHP04590,Chennai,Rotterdam,Sea,Chemicals,4000,10.49,10431,40FT_HC,81.62,Off_Peak,Carrier_A,24,138432
SHP04591,Hyderabad,Singapore,Road,Machinery,9919,25.38,3624,40FT_HC,79.06,Peak,Carrier_B,11,146399
SHP04592,Mumbai,Singapore,Air,General Cargo,940,5.19,4356,AIR_CARGO,92.99,Peak,Carrier_C,6,288863
SHP04593,Cochin,Los Angeles,Air,Automotive Parts,4420,20.46,3159,AIR_CARGO,76.09,Off_Peak,Carrier_A,5,323184
SHP04594,Mumbai,Rotterdam,Road,Textiles,3008,10.06,9886,LCL,99.86,Peak,Carrier_B,24,124825
SHP04595,Hyderabad,Busan,Air,Electronics,3127,12.55,9732,AIR_CARGO,104.35,Off_Peak,Carrier_D,10,630105
SHP04596,Mumbai,London,Air,Food Products,638,3.03,9442,AIR_CARGO,89.86,Normal,Carrier_B,10,426965
SHP04597,Mumbai,Hamburg,Sea,Textiles,8140,19.14,9739,40FT,113.62,Normal,Carrier_A,22,171691
SHP04598,Kolkata,Dubai,Sea,Solar Panels,2235,5.38,4591,LCL,82.39,Off_Peak,Carrier_B,14,28747
SHP04599,Chennai,Singapore,Road,Textiles,1552,3.89,3204,20FT,77.35,Off_Peak,Carrier_D,9,34383
SHP04600,Visakhapatnam,Colombo,Road,General Cargo,14328,42.11,3934,LCL,79.62,Normal,Carrier_B,11,87008
SHP04601,Pune,New York,Sea,Machinery,15259,35.11,13407,20FT,81.05,Off_Peak,Carrier_A,29,143948
SHP04602,Kolkata,Jebel Ali,Air,Pharmaceuticals,1237,6.33,6549,AIR_CARGO,89.76,Normal,Carrier_A,8,452660
SHP04603,Cochin,New York,Road,Machinery,12158,35.28,4387,40FT_HC,81.16,Normal,Carrier_D,13,157015
SHP04604,Bengaluru,New York,Sea,Automotive Parts,12165,29.6,14658,40FT_HC,87.92,Off_Peak,Carrier_B,32,219654
SHP04605,Kolkata,London,Road,Chemicals,4613,15.48,11213,40FT_HC,86.83,Normal,Carrier_D,26,261171
SHP04606,Chennai,Jebel Ali,Sea,Electronics,3436,8.78,3425,20FT,105.79,Normal,Carrier_A,11,53474
SHP04607,Hyderabad,Busan,Air,Furniture,3328,13.5,10568,AIR_CARGO,107.27,Peak,Carrier_E,11,808475
SHP04608,Hyderabad,Hamburg,Air,Furniture,3434,16.44,7573,AIR_CARGO,96.56,Peak,Carrier_D,9,603062
SHP04609,Hyderabad,Singapore,Sea,Machinery,5374,9.89,3636,LCL,106.62,Peak,Carrier_D,11,47338
SHP04610,Mumbai,Colombo,Sea,Textiles,8280,24.72,1562,40FT,87.83,Normal,Carrier_C,8,74113
SHP04611,Bengaluru,Dubai,Sea,Solar Panels,13520,25.65,3215,40FT_HC,95.6,Normal,Carrier_B,12,135268
SHP04612,Visakhapatnam,New York,Sea,Machinery,27815,58.49,7013,40FT,94.14,Normal,Carrier_B,17,237979
SHP04613,Chennai,Los Angeles,Air,Chemicals,170,0.77,15013,AIR_CARGO,83.82,Peak,Carrier_B,16,870677
SHP04614,Bengaluru,Hamburg,Air,Automotive Parts,1854,9.09,11135,AIR_CARGO,113.44,Peak,Carrier_A,12,928050
SHP04615,Cochin,Busan,Air,Machinery,4390,17.81,3793,AIR_CARGO,77.84,Peak,Carrier_B,6,414638
SHP04616,Chennai,Hamburg,Road,General Cargo,2047,8.28,11299,20FT,75.06,Off_Peak,Carrier_E,26,100367
SHP04617,Kolkata,Dubai,Road,Machinery,4264,11.41,4499,LCL,82.03,Peak,Carrier_A,12,62065
SHP04618,Visakhapatnam,Singapore,Road,Furniture,13980,35.04,3983,20FT,80.04,Peak,Carrier_C,12,129939
SHP04619,Ahmedabad,Singapore,Road,Furniture,8929,22.92,8722,40FT_HC,102.15,Normal,Carrier_E,20,212796
SHP04620,Delhi,Singapore,Air,Chemicals,2254,12.33,4147,AIR_CARGO,113.69,Off_Peak,Carrier_A,7,373130
SHP04621,Pune,Jebel Ali,Road,Machinery,10784,28.81,11467,40FT_HC,111.33,Normal,Carrier_D,26,304364
SHP04622,Delhi,Rotterdam,Road,Pharmaceuticals,7422,21.05,7453,40FT,91.29,Peak,Carrier_E,18,246172
SHP04623,Ahmedabad,New York,Sea,Furniture,11040,27.38,7766,20FT,97.71,Peak,Carrier_D,19,135731
SHP04624,Pune,Hamburg,Air,Furniture,3833,18.55,10082,AIR_CARGO,96.63,Off_Peak,Carrier_D,11,562789
SHP04625,Mumbai,Los Angeles,Air,Solar Panels,959,4.36,14068,AIR_CARGO,76.36,Peak,Carrier_B,15,743030
SHP04626,Pune,New York,Air,Pharmaceuticals,3898,17.52,12817,AIR_CARGO,106.24,Peak,Carrier_C,13,1263755
SHP04627,Hyderabad,Rotterdam,Air,Electronics,3510,17.49,10621,AIR_CARGO,79.63,Normal,Carrier_C,12,652752
SHP04628,Pune,Singapore,Sea,Food Products,6241,11.37,4537,LCL,75.58,Off_Peak,Carrier_C,13,34615
SHP04629,Bengaluru,Singapore,Air,Pharmaceuticals,1826,9.93,3646,AIR_CARGO,82.18,Normal,Carrier_C,6,298020
SHP04630,Bengaluru,Antwerp,Sea,Solar Panels,8747,26.27,3224,20FT,75.37,Normal,Carrier_A,11,74782
SHP04631,Pune,Shanghai,Air,Automotive Parts,3747,16.29,6733,AIR_CARGO,91.24,Off_Peak,Carrier_C,8,442041
SHP04632,Cochin,Jebel Ali,Sea,Automotive Parts,23592,44.92,5504,40FT_HC,85.38,Off_Peak,Carrier_D,15,196150
SHP04633,Hyderabad,Antwerp,Sea,Machinery,20494,47.93,4106,40FT_HC,80.4,Off_Peak,Carrier_D,13,154305
SHP04634,Ahmedabad,London,Road,Electronics,8773,25.27,3657,40FT_HC,78.74,Off_Peak,Carrier_C,11,121341
SHP04635,Mumbai,Dubai,Sea,General Cargo,8026,16.39,1846,40FT,104.79,Normal,Carrier_B,7,68326
SHP04636,Ahmedabad,Hamburg,Air,Textiles,3053,14.66,5562,AIR_CARGO,85.28,Off_Peak,Carrier_A,7,340279
SHP04637,Pune,Shanghai,Road,Textiles,10798,32.72,5234,LCL,85.83,Peak,Carrier_C,14,101168
SHP04638,Ahmedabad,Los Angeles,Road,Electronics,8561,25.67,5691,40FT_HC,87.59,Peak,Carrier_B,14,219921
SHP04639,Ahmedabad,Dubai,Sea,Food Products,4984,10.9,1752,LCL,110.68,Normal,Carrier_E,8,26886
SHP04640,Visakhapatnam,London,Road,Chemicals,13643,37.69,4889,40FT_HC,84.43,Peak,Carrier_E,13,248839
SHP04641,Visakhapatnam,New York,Road,Furniture,13679,39.34,6841,40FT_HC,92.54,Peak,Carrier_A,17,269300
SHP04642,Chennai,Shanghai,Road,Machinery,2006,10.43,5444,40FT_HC,95.01,Peak,Carrier_C,15,139567
SHP04643,Cochin,New York,Road,Food Products,12867,37.33,3809,LCL,78.2,Normal,Carrier_E,11,75398
SHP04644,Hyderabad,Busan,Sea,Food Products,18447,44.81,3778,40FT,79.22,Off_Peak,Carrier_C,11,136091
SHP04645,Pune,Jebel Ali,Sea,General Cargo,22820,44.37,5347,40FT_HC,84.36,Normal,Carrier_C,14,195516
SHP04646,Chennai,Dubai,Air,Electronics,163,0.87,3576,AIR_CARGO,77.16,Normal,Carrier_A,6,164874
SHP04647,Cochin,Dubai,Sea,General Cargo,23298,44.31,6587,40FT,92,Peak,Carrier_A,17,246727
SHP04648,Delhi,New York,Road,Chemicals,7378,23.39,11790,LCL,89.37,Off_Peak,Carrier_B,26,135906
SHP04649,Mumbai,Antwerp,Air,Food Products,1078,4.51,5158,AIR_CARGO,84.09,Peak,Carrier_B,7,306941
SHP04650,Visakhapatnam,Rotterdam,Sea,Electronics,25827,50.55,6184,40FT_HC,88.76,Off_Peak,Carrier_A,16,239508
SHP04651,Delhi,Colombo,Sea,Furniture,14758,36.24,7319,40FT,95.63,Normal,Carrier_C,17,168536
SHP04652,Chennai,Jebel Ali,Sea,Automotive Parts,5926,13.2,3615,40FT_HC,78.39,Peak,Carrier_B,12,91528
SHP04653,Mumbai,Dubai,Sea,Textiles,7141,14.02,1835,40FT_HC,75.94,Peak,Carrier_E,9,70115
SHP04654,Ahmedabad,Los Angeles,Sea,Electronics,4963,15.38,5019,LCL,84.47,Peak,Carrier_B,13,60542
SHP04655,Visakhapatnam,Shanghai,Road,Machinery,14647,42.25,9339,40FT_HC,101.4,Peak,Carrier_A,22,350801
SHP04656,Chennai,Singapore,Air,Food Products,613,3.37,3361,AIR_CARGO,80.84,Normal,Carrier_B,5,158046
SHP04657,Pune,Los Angeles,Road,Textiles,11362,32.79,5568,40FT_HC,86,Normal,Carrier_D,14,169747
SHP04658,Kolkata,Colombo,Air,Solar Panels,1540,6.47,2085,AIR_CARGO,76.15,Peak,Carrier_B,4,196013
SHP04659,Pune,Antwerp,Sea,Pharmaceuticals,6167,21.64,8670,LCL,98.67,Off_Peak,Carrier_A,22,89822
SHP04660,Chennai,Busan,Road,Machinery,1426,11.25,12136,20FT,114.97,Peak,Carrier_B,28,228519
SHP04661,Ahmedabad,Shanghai,Air,Furniture,2598,11.36,3060,AIR_CARGO,75.69,Peak,Carrier_D,5,274370
SHP04662,Delhi,Busan,Sea,Chemicals,10802,31.54,9447,20FT,104.87,Peak,Carrier_A,21,203037
SHP04663,Chennai,Colombo,Sea,Textiles,4203,17.03,997,40FT,76.5,Peak,Carrier_D,7,51165
SHP04664,Chennai,Rotterdam,Road,Pharmaceuticals,1618,6.56,10788,20FT,99.29,Off_Peak,Carrier_A,25,167952
SHP04665,Chennai,Jebel Ali,Sea,Furniture,2757,7.41,3561,20FT,76.95,Normal,Carrier_E,11,32879
SHP04666,Chennai,Singapore,Air,General Cargo,349,1.91,3415,AIR_CARGO,96.51,Peak,Carrier_A,5,215281
SHP04667,Hyderabad,London,Sea,General Cargo,14062,30.86,10365,20FT,107.71,Off_Peak,Carrier_A,24,136475
SHP04668,Kolkata,Jebel Ali,Road,Electronics,4944,14.14,3219,40FT,75.58,Off_Peak,Carrier_C,10,77504
SHP04669,Visakhapatnam,Hamburg,Road,Solar Panels,13646,36.8,6919,LCL,91.43,Normal,Carrier_D,17,124236
SHP04670,Hyderabad,Singapore,Road,General Cargo,9541,23.86,3807,40FT,78.48,Off_Peak,Carrier_D,11,101560
SHP04671,Kolkata,Hamburg,Air,Food Products,1525,7.37,6082,AIR_CARGO,89.94,Peak,Carrier_A,7,407334
SHP04672,Cochin,Busan,Sea,Electronics,23321,53.5,9268,40FT_HC,103.14,Normal,Carrier_C,21,303553
SHP04673,Visakhapatnam,Busan,Air,Pharmaceuticals,4996,20.36,5226,AIR_CARGO,84.05,Normal,Carrier_A,7,580371
SHP04674,Kolkata,Shanghai,Sea,Automotive Parts,10290,27.43,4536,40FT_HC,114.53,Normal,Carrier_E,13,139679
SHP04675,Ahmedabad,Singapore,Road,Food Products,7925,20.14,11434,20FT,111.49,Peak,Carrier_C,27,236725
SHP04676,Kolkata,Rotterdam,Sea,Machinery,2353,7.53,11491,LCL,93.43,Normal,Carrier_A,26,72853
SHP04677,Hyderabad,Hamburg,Sea,Machinery,19870,40.77,9064,40FT_HC,100.58,Normal,Carrier_D,22,232258
SHP04678,Visakhapatnam,Los Angeles,Air,Automotive Parts,4598,21.16,5537,AIR_CARGO,86.17,Off_Peak,Carrier_D,8,424661
SHP04679,Pune,London,Air,Food Products,3766,17.86,9696,AIR_CARGO,96.31,Off_Peak,Carrier_A,11,562277
SHP04680,Cochin,Busan,Sea,Furniture,6514,23.67,8286,LCL,98.38,Normal,Carrier_E,21,70627
SHP04681,Cochin,Jebel Ali,Sea,Solar Panels,25362,48.15,7575,40FT_HC,96.22,Peak,Carrier_A,19,340052
SHP04682,Pune,New York,Sea,Chemicals,21521,46.43,13224,40FT,75.16,Peak,Carrier_E,28,335078
SHP04683,Bengaluru,Colombo,Sea,Textiles,13352,34.22,11163,40FT_HC,112.9,Off_Peak,Carrier_B,25,209376
SHP04684,Cochin,Dubai,Road,Solar Panels,12389,31.99,7348,20FT,93.17,Peak,Carrier_B,18,196546
SHP04685,Delhi,Colombo,Road,Automotive Parts,7051,23.78,11489,20FT,113.44,Off_Peak,Carrier_A,27,196574
SHP04686,Chennai,Shanghai,Road,Machinery,1180,8.7,5513,LCL,100.82,Off_Peak,Carrier_B,14,52396
SHP04687,Pune,Singapore,Sea,Textiles,23068,42.2,4507,40FT_HC,110.55,Off_Peak,Carrier_B,12,173355
SHP04688,Cochin,Jebel Ali,Sea,General Cargo,25147,47.88,4965,40FT_HC,83.62,Off_Peak,Carrier_B,15,181112
SHP04689,Mumbai,Hamburg,Sea,Solar Panels,7188,17.55,9599,40FT,93.21,Normal,Carrier_A,22,159485
SHP04690,Cochin,Antwerp,Road,Solar Panels,13025,39.57,5195,20FT,85.49,Normal,Carrier_E,13,132542
SHP04691,Pune,Colombo,Air,Electronics,3738,15.8,5086,AIR_CARGO,84.45,Normal,Carrier_E,7,411862
SHP04692,Ahmedabad,Hamburg,Sea,Machinery,17975,37.16,4720,40FT_HC,82.94,Normal,Carrier_D,13,164194
SHP04693,Pune,Singapore,Air,Food Products,3763,20.85,4612,AIR_CARGO,81.23,Off_Peak,Carrier_C,6,326853
SHP04694,Visakhapatnam,Colombo,Road,General Cargo,14521,42.35,5731,20FT,88.22,Peak,Carrier_D,14,168725
SHP04695,Hyderabad,Hamburg,Air,Chemicals,3326,15.91,5796,AIR_CARGO,87.17,Off_Peak,Carrier_E,7,415840
SHP04696,Visakhapatnam,Colombo,Air,Chemicals,4986,21.28,5770,AIR_CARGO,86.51,Normal,Carrier_E,8,553458
SHP04697,Kolkata,New York,Road,Electronics,4659,16.89,14480,LCL,95.03,Normal,Carrier_B,33,172312
SHP04698,Delhi,Los Angeles,Air,Furniture,2103,9.53,6157,AIR_CARGO,89.2,Normal,Carrier_C,8,365620
SHP04699,Mumbai,Busan,Sea,General Cargo,6693,24.11,3549,40FT_HC,76.91,Off_Peak,Carrier_C,12,76643
SHP04700,Hyderabad,Rotterdam,Sea,Furniture,18472,36.88,10363,40FT_HC,106.05,Peak,Carrier_A,24,301687
SHP04701,Mumbai,Jebel Ali,Air,Food Products,1055,5.5,1906,AIR_CARGO,78.96,Normal,Carrier_B,4,123177
SHP04702,Chennai,London,Air,Pharmaceuticals,489,2.3,10129,AIR_CARGO,79.14,Normal,Carrier_A,11,533663
SHP04703,Ahmedabad,Los Angeles,Sea,Automotive Parts,4428,14.21,4040,LCL,78.79,Normal,Carrier_A,11,40834
SHP04704,Pune,Singapore,Road,Pharmaceuticals,11498,28.88,4387,20FT,97.89,Normal,Carrier_B,12,139499
SHP04705,Kolkata,Colombo,Road,Chemicals,4520,17.9,2089,20FT,111.19,Normal,Carrier_A,7,72646
SHP04706,Mumbai,Jebel Ali,Road,General Cargo,2877,9.05,1861,40FT_HC,82.13,Off_Peak,Carrier_E,6,42528
SHP04707,Hyderabad,Antwerp,Road,Textiles,9252,29.87,9895,LCL,104.76,Off_Peak,Carrier_C,23,118170
SHP04708,Kolkata,New York,Air,Electronics,1194,5.36,15002,AIR_CARGO,97.95,Peak,Carrier_C,15,1020560
SHP04709,Ahmedabad,Busan,Sea,Textiles,4471,19.32,9028,LCL,101.22,Off_Peak,Carrier_D,21,63768
SHP04710,Visakhapatnam,Jebel Ali,Road,Furniture,13823,36.12,3201,40FT,75.38,Peak,Carrier_A,10,167912
SHP04711,Ahmedabad,Antwerp,Air,Automotive Parts,2858,11.77,6421,AIR_CARGO,90.26,Off_Peak,Carrier_D,8,394608
SHP04712,Ahmedabad,Rotterdam,Road,Electronics,8567,23.96,9682,20FT,88.95,Peak,Carrier_A,23,220572
SHP04713,Kolkata,Jebel Ali,Road,Machinery,4930,13.75,10813,40FT_HC,108.18,Normal,Carrier_B,24,248127
SHP04714,Pune,Shanghai,Air,Automotive Parts,3801,16.52,9018,AIR_CARGO,101.82,Off_Peak,Carrier_C,10,576232
SHP04715,Ahmedabad,Hamburg,Air,Pharmaceuticals,3012,14.44,11516,AIR_CARGO,113.49,Peak,Carrier_B,12,1186750
SHP04716,Cochin,Los Angeles,Sea,General Cargo,7055,19.01,4803,LCL,83.39,Off_Peak,Carrier_E,13,41380
SHP04717,Pune,London,Sea,Pharmaceuticals,15568,33.53,9919,20FT,107.85,Off_Peak,Carrier_D,24,171718
SHP04718,Chennai,Hamburg,Road,Machinery,873,5.29,10713,LCL,92.88,Off_Peak,Carrier_B,25,85695
SHP04719,Visakhapatnam,Hamburg,Road,Furniture,13652,36.89,6137,40FT_HC,90.09,Normal,Carrier_B,15,204633
SHP04720,Delhi,Antwerp,Air,Chemicals,2253,9.32,4382,AIR_CARGO,80.51,Off_Peak,Carrier_B,7,288860
SHP04721,Kolkata,Antwerp,Sea,Automotive Parts,7114,23.17,10810,20FT,112.07,Peak,Carrier_E,25,163146
SHP04722,Kolkata,Jebel Ali,Air,Automotive Parts,1219,6.21,3703,AIR_CARGO,77.76,Off_Peak,Carrier_D,6,186470
SHP04723,Delhi,Shanghai,Road,Solar Panels,6502,21.72,4948,40FT,103.22,Off_Peak,Carrier_E,14,125920
SHP04724,Ahmedabad,Colombo,Air,General Cargo,2829,11.9,2199,AIR_CARGO,93.3,Off_Peak,Carrier_C,5,206533
SHP04725,Ahmedabad,Busan,Air,Machinery,2746,11.1,4629,AIR_CARGO,82.01,Peak,Carrier_B,6,367732
